subject,activity,dataset,set,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10
uci_subject_1,climbing_up,UCI_HAR,train,0.2303099,0.0021737117,-0.043103131,-0.33525447,-0.020443574,0.03120999,-0.39898482,-0.039489432,0.097693296,-0.16984818
uci_subject_1,climbing_up,UCI_HAR,train,0.15851651,0.0042561454,-0.018779209,-0.40602178,-0.083613613,-0.012498101,-0.46676341,-0.10156687,0.094817271,-0.23294709
uci_subject_1,climbing_up,UCI_HAR,train,0.21524532,-0.032628002,-0.11896558,-0.40674365,-0.06891508,0.025753713,-0.45629985,-0.053195878,0.089389785,-0.23294709
uci_subject_1,climbing_up,UCI_HAR,train,0.27147742,-0.030746091,-0.15623238,-0.34169859,-0.15299856,0.021435303,-0.3803102,-0.1439614,0.051974091,-0.16093241
uci_subject_1,climbing_up,UCI_HAR,train,0.14085877,-0.068261729,-0.072115723,-0.23449858,-0.079448995,-0.03366354,-0.29736285,-0.067637282,-0.0032888649,-0.084349927
uci_subject_1,climbing_up,UCI_HAR,train,0.23145946,-0.013340312,-0.092367982,-0.316791,-0.11425996,-0.07121696,-0.34886602,-0.099204791,-0.019111858,-0.084349927
uci_subject_1,climbing_up,UCI_HAR,train,0.29569289,-0.017291,-0.099927816,-0.35712019,0.04116528,-0.091122383,-0.36852979,0.026051281,-0.04649137,-0.25010096
uci_subject_1,climbing_up,UCI_HAR,train,0.34408292,-0.019665159,-0.14195199,-0.36118484,0.019695865,-0.10072484,-0.38373739,0.021786895,-0.066112412,-0.21511695
uci_subject_1,climbing_up,UCI_HAR,train,0.33299252,-0.030312276,-0.11360054,-0.42752783,-0.12121388,-0.090093246,-0.46737117,-0.08693389,-0.034332956,-0.21511695
uci_subject_1,climbing_up,UCI_HAR,train,0.31672153,-0.023908255,-0.1107584,-0.42147434,-0.0054979851,-0.017909026,-0.4617745,0.049677113,0.065574401,-0.19786643
uci_subject_1,climbing_up,UCI_HAR,train,0.27425493,-0.028953751,-0.15558324,-0.39644844,-0.096768344,-0.038192465,-0.44782739,-0.073059471,0.010030572,-0.19786643
uci_subject_1,climbing_up,UCI_HAR,train,0.26034404,-0.03367069,-0.12730182,-0.43384531,-0.2376815,-0.073172704,-0.49171803,-0.24224478,-0.051791478,-0.27422419
uci_subject_1,climbing_up,UCI_HAR,train,0.27771111,-0.0089315038,-0.081181352,-0.45755795,-0.20956424,0.007230816,-0.50921499,-0.19681125,0.068844658,-0.40924259
uci_subject_1,climbing_up,UCI_HAR,train,0.22622757,-0.053718943,-0.11252061,-0.35092567,-0.0092982343,0.0077882978,-0.39898589,0.047077501,0.023588898,-0.061187821
uci_subject_1,climbing_up,UCI_HAR,train,0.25960382,-0.018097161,-0.11447381,-0.35222794,0.048864663,-0.078109362,-0.40871996,0.066438692,-0.034318676,-0.061187821
uci_subject_1,climbing_up,UCI_HAR,train,0.34402821,-0.035875128,-0.094238465,-0.39707126,0.1676057,-0.045335084,-0.43520634,0.1633098,-0.013183113,-0.11436307
uci_subject_1,climbing_up,UCI_HAR,train,0.37052032,-0.008881052,-0.15190137,-0.44266976,0.12090121,0.057691449,-0.48133636,0.1153419,0.096208498,-0.24947507
uci_subject_1,climbing_up,UCI_HAR,train,0.2732136,-0.012546631,-0.12786494,-0.4461546,0.0095902307,-0.03125736,-0.48845308,0.022077931,0.017644308,-0.24947507
uci_subject_1,climbing_up,UCI_HAR,train,0.23124563,-0.0072225043,-0.034995546,-0.47091075,0.011840328,-0.055521071,-0.53279555,-0.010658694,0.0087579357,-0.13309147
uci_subject_1,climbing_up,UCI_HAR,train,0.25025528,0.0077234474,-0.058462756,-0.38835593,-0.029383066,0.054298832,-0.47808653,-0.053467542,0.10120993,-0.081914436
uci_subject_1,climbing_up,UCI_HAR,train,0.23033751,-0.021806697,-0.11877561,-0.36143839,-0.14781189,-0.022630007,-0.44410456,-0.12961207,-0.0017558834,-0.0075010747
uci_subject_1,climbing_up,UCI_HAR,train,0.22969556,-0.05216571,-0.11179085,-0.34368292,-0.17038844,-0.051609335,-0.41718381,-0.18924646,0.0051035127,0.080719274
uci_subject_1,standing,UCI_HAR,train,0.26076161,-0.035370696,-0.13730782,-0.97372342,-0.9291499,-0.87500058,-0.97375714,-0.92002855,-0.88536901,-0.93717339
uci_subject_1,standing,UCI_HAR,train,0.28981703,-0.010751748,-0.11994169,-0.99460871,-0.97444649,-0.91805537,-0.99513389,-0.97537849,-0.90924579,-0.93439013
uci_subject_1,standing,UCI_HAR,train,0.28451133,-0.0085448131,-0.089976474,-0.99444689,-0.9791183,-0.97744618,-0.99470284,-0.98158308,-0.97809061,-0.93439013
uci_subject_1,standing,UCI_HAR,train,0.2852744,-0.0045132061,-0.1137861,-0.99416918,-0.95691531,-0.97684809,-0.9946593,-0.96082995,-0.9771848,-0.93461118
uci_subject_1,standing,UCI_HAR,train,0.27239664,-0.023659196,-0.11324183,-0.99029079,-0.91634568,-0.97697957,-0.99090863,-0.91191851,-0.97634617,-0.93461118
uci_subject_1,standing,UCI_HAR,train,0.26580577,-0.032762393,-0.11731189,-0.99267758,-0.95104936,-0.97602096,-0.99337061,-0.94783299,-0.97387405,-0.93520858
uci_subject_1,standing,UCI_HAR,train,0.278426,-0.017091944,-0.12529627,-0.99415676,-0.98700963,-0.98204621,-0.99598779,-0.98799548,-0.98082236,-0.93520858
uci_subject_1,standing,UCI_HAR,train,0.27942505,-0.014947411,-0.1101951,-0.99698312,-0.99453026,-0.98363505,-0.9975686,-0.99416477,-0.98391601,-0.93787625
uci_subject_1,standing,UCI_HAR,train,0.27526076,-0.016105674,-0.10343073,-0.99577942,-0.97855604,-0.99234774,-0.99660839,-0.98257397,-0.99180798,-0.93447493
uci_subject_1,standing,UCI_HAR,train,0.27687455,-0.018606634,-0.112972,-0.99553121,-0.97702551,-0.98667852,-0.99632622,-0.98005693,-0.98580863,-0.93447493
uci_subject_1,standing,UCI_HAR,train,0.2792417,-0.017290162,-0.11394039,-0.99828462,-0.98913519,-0.98617287,-0.99836289,-0.9891822,-0.98635085,-0.9408002
uci_subject_1,standing,UCI_HAR,train,0.27884783,-0.01531619,-0.10701234,-0.99835991,-0.98394066,-0.99173879,-0.99843338,-0.98458787,-0.9919162,-0.94444392
uci_subject_1,standing,UCI_HAR,train,0.27368218,-0.019975668,-0.10754792,-0.99690186,-0.97694701,-0.99288615,-0.99685666,-0.97533095,-0.99293569,-0.94444392
uci_subject_1,standing,UCI_HAR,train,0.27394901,-0.021795449,-0.11743596,-0.9958287,-0.9846918,-0.98680949,-0.9965659,-0.98420113,-0.98698277,-0.93388726
uci_subject_1,standing,UCI_HAR,train,0.32236308,0.034225504,-0.05735073,-0.96959958,-0.79992743,-0.89611149,-0.96980144,-0.774658,-0.88204692,-0.89741823
uci_subject_1,standing,UCI_HAR,train,0.2745262,-0.025134082,-0.12251223,-0.99393011,-0.96387999,-0.95934962,-0.99520146,-0.96706258,-0.96456034,-0.93197397
uci_subject_1,standing,UCI_HAR,train,0.27380646,-0.019735938,-0.11988703,-0.99843174,-0.97745674,-0.98177192,-0.99849242,-0.9766982,-0.97843446,-0.94501777
uci_subject_1,standing,UCI_HAR,train,0.27664268,-0.016755348,-0.099381423,-0.99757572,-0.9870249,-0.99563498,-0.99786639,-0.98637693,-0.99491023,-0.94111697
uci_subject_1,standing,UCI_HAR,train,0.27436388,-0.023361777,-0.11033551,-0.99708947,-0.98878065,-0.9805598,-0.99744085,-0.98852006,-0.97738424,-0.94111697
uci_subject_1,standing,UCI_HAR,train,0.27475366,-0.020102285,-0.12120311,-0.99845548,-0.97979641,-0.99549304,-0.99866384,-0.97769973,-0.9954988,-0.94396079
uci_subject_1,standing,UCI_HAR,train,0.27872042,-0.014508176,-0.11530914,-0.99803797,-0.98579434,-0.99845546,-0.99867195,-0.98375283,-0.99952017,-0.93830071
uci_subject_1,standing,UCI_HAR,train,0.27938002,-0.01543831,-0.11126972,-0.99789716,-0.99152482,-0.99924206,-0.99862273,-0.99053737,-0.99975492,-0.93830071
uci_subject_1,standing,UCI_HAR,train,0.27734354,-0.01565033,-0.10844766,-0.99786452,-0.99265102,-0.99945444,-0.99817988,-0.99267,-0.99931596,-0.94260397
uci_subject_1,standing,UCI_HAR,train,0.27796276,-0.015040946,-0.10639918,-0.99722941,-0.98963355,-0.99267588,-0.99724016,-0.98883054,-0.99188082,-0.94343889
uci_subject_1,standing,UCI_HAR,train,0.27997806,-0.015505193,-0.10621291,-0.99801874,-0.99137526,-0.99230109,-0.99799323,-0.98997505,-0.9925148,-0.94385467
uci_subject_1,standing,UCI_HAR,train,0.27970111,-0.015808416,-0.10892197,-0.99875228,-0.99407978,-0.99191232,-0.99865882,-0.99324257,-0.99273293,-0.94414924
uci_subject_1,sitting,UCI_HAR,train,0.26297624,-0.00028737053,-0.17609097,-0.95017368,-0.61459668,-0.89803499,-0.95484167,-0.65022595,-0.88326273,-0.93131665
uci_subject_1,sitting,UCI_HAR,train,0.29811757,-0.035646628,-0.11592994,-0.98983698,-0.9077711,-0.94644862,-0.98924622,-0.89898174,-0.94463281,-0.93131665
uci_subject_1,sitting,UCI_HAR,train,0.27727452,-0.011693149,-0.10258892,-0.99719472,-0.98421017,-0.98371764,-0.99751306,-0.98381914,-0.98287964,-0.94063375
uci_subject_1,sitting,UCI_HAR,train,0.27866687,-0.017999434,-0.11006327,-0.99763711,-0.99050786,-0.98937496,-0.99802385,-0.98957736,-0.99111106,-0.9404844
uci_subject_1,sitting,UCI_HAR,train,0.27873199,-0.018106346,-0.10781649,-0.99744243,-0.99194879,-0.990915,-0.99756851,-0.99072678,-0.99215424,-0.9404844
uci_subject_1,sitting,UCI_HAR,train,0.27559191,-0.013962574,-0.10788811,-0.99796584,-0.99362312,-0.99363071,-0.99803631,-0.99301094,-0.99400846,-0.9430528
uci_subject_1,sitting,UCI_HAR,train,0.27832678,-0.01757272,-0.10987181,-0.99741288,-0.99000297,-0.99533322,-0.99747116,-0.98814925,-0.99571944,-0.9430528
uci_subject_1,sitting,UCI_HAR,train,0.27839415,-0.018437222,-0.1116638,-0.99718769,-0.99166889,-0.9986534,-0.99742499,-0.9902071,-0.99774408,-0.94004279
uci_subject_1,sitting,UCI_HAR,train,0.27750957,-0.016333594,-0.10989482,-0.99732911,-0.99400736,-0.99746062,-0.9974733,-0.99292872,-0.99782243,-0.94004279
uci_subject_1,sitting,UCI_HAR,train,0.27798405,-0.017867041,-0.10694863,-0.99629013,-0.99311339,-0.99575029,-0.99636861,-0.99228906,-0.99588823,-0.94114574
uci_subject_1,sitting,UCI_HAR,train,0.27564442,-0.015470231,-0.10820759,-0.99658306,-0.99050546,-0.99632901,-0.99691006,-0.98982376,-0.99669195,-0.94114574
uci_subject_1,lying,UCI_HAR,train,0.39365355,-0.023633221,-0.12592376,-0.96229044,-0.94488138,-0.9010443,-0.96313106,-0.94709301,-0.89871733,-0.85629948
uci_subject_1,lying,UCI_HAR,train,0.31932383,-0.024865202,-0.099798821,-0.96703313,-0.97373558,-0.97617628,-0.96793099,-0.97044543,-0.97331613,-0.89751575
uci_subject_1,lying,UCI_HAR,train,0.27903686,-0.016669682,-0.10935435,-0.99513738,-0.99481239,-0.99520044,-0.99573326,-0.99473698,-0.99614311,-0.93608505
uci_subject_1,lying,UCI_HAR,train,0.2816654,-0.017570074,-0.11073427,-0.99444613,-0.99403787,-0.99451423,-0.99513599,-0.99457452,-0.99515962,-0.93606548
uci_subject_1,lying,UCI_HAR,train,0.27714164,-0.01806797,-0.11041766,-0.99502039,-0.99533986,-0.99241301,-0.99556391,-0.99511739,-0.99171553,-0.93606548
uci_subject_1,lying,UCI_HAR,train,0.27890115,-0.017814424,-0.10698796,-0.99585495,-0.99727068,-0.99398513,-0.99587017,-0.9966636,-0.99360321,-0.93930579
uci_subject_1,lying,UCI_HAR,train,0.27972834,-0.01600381,-0.1073364,-0.99493112,-0.99657148,-0.99415005,-0.99500902,-0.99541294,-0.99581096,-0.93930579
uci_subject_1,lying,UCI_HAR,train,0.27603949,-0.017357172,-0.10897656,-0.99642945,-0.99240921,-0.99281446,-0.99652662,-0.99133753,-0.99424192,-0.94167987
uci_subject_1,lying,UCI_HAR,train,0.27831632,-0.018048727,-0.10840311,-0.99566688,-0.99187043,-0.99635754,-0.99576126,-0.99167691,-0.996794,-0.93944847
uci_subject_1,lying,UCI_HAR,train,0.27575263,-0.016788627,-0.10562315,-0.99497148,-0.99383336,-0.99862454,-0.99528422,-0.99320635,-0.99980779,-0.93944847
uci_subject_1,lying,UCI_HAR,train,0.27885089,-0.016544181,-0.10901088,-0.99466309,-0.99543722,-0.99647999,-0.99480352,-0.99522155,-0.99805359,-0.94101323
uci_subject_1,lying,UCI_HAR,train,0.28202074,-0.017589649,-0.10793379,-0.99523745,-0.99659185,-0.99515189,-0.99552657,-0.99655216,-0.99584046,-0.94079269
uci_subject_1,sitting,UCI_HAR,train,0.31076307,0.018053586,-0.20554844,-0.95014395,-0.84495603,-0.71965862,-0.958343,-0.83419038,-0.6810822,-0.82593084
uci_subject_1,sitting,UCI_HAR,train,0.2645391,-0.019722322,-0.071903067,-0.99417215,-0.95024127,-0.96688076,-0.9949763,-0.94602073,-0.96661975,-0.9432263
uci_subject_1,sitting,UCI_HAR,train,0.26963511,-0.0089314391,-0.089394709,-0.99713683,-0.96658737,-0.98559837,-0.99746211,-0.96629498,-0.98559405,-0.9432263
uci_subject_1,sitting,UCI_HAR,train,0.27259354,-0.0057626503,-0.10852663,-0.99759621,-0.98565524,-0.99025442,-0.99811798,-0.98461421,-0.98986361,-0.9414743
uci_subject_1,sitting,UCI_HAR,train,0.27682826,-0.016123297,-0.11023355,-0.99730948,-0.98660761,-0.98836119,-0.99766448,-0.98632075,-0.98874398,-0.9414743
uci_subject_1,sitting,UCI_HAR,train,0.2761599,-0.01332633,-0.10596005,-0.99595226,-0.9797755,-0.99271835,-0.99632717,-0.97802867,-0.99378046,-0.94241476
uci_subject_1,sitting,UCI_HAR,train,0.27575308,-0.010254163,-0.10953993,-0.99600622,-0.98294879,-0.99649629,-0.99638822,-0.98301201,-0.99681139,-0.94241476
uci_subject_1,sitting,UCI_HAR,train,0.27790646,-0.017143471,-0.10985922,-0.99754662,-0.98715573,-0.99602656,-0.99755585,-0.98431023,-0.99628978,-0.94330201
uci_subject_1,sitting,UCI_HAR,train,0.27554943,-0.014115159,-0.10899857,-0.99759949,-0.98525652,-0.9956526,-0.9979314,-0.98290918,-0.9955295,-0.94411999
uci_subject_1,sitting,UCI_HAR,train,0.27778196,-0.015873588,-0.11050438,-0.99692883,-0.98192492,-0.99671585,-0.99758578,-0.9792709,-0.99564153,-0.9411516
uci_subject_1,sitting,UCI_HAR,train,0.27725766,-0.014249297,-0.11220537,-0.99701597,-0.97768015,-0.9971403,-0.9975662,-0.97485848,-0.99673001,-0.9411516
uci_subject_1,sitting,UCI_HAR,train,0.27426151,-0.012264695,-0.10949351,-0.99386458,-0.97742116,-0.98933645,-0.99550193,-0.97518223,-0.98958557,-0.93871577
uci_subject_1,lying,UCI_HAR,train,-0.066238871,0.07922905,-1.0,-0.68377891,-0.53851271,-0.085059822,-0.68788977,-0.60735496,-0.027534515,-0.67128376
uci_subject_1,lying,UCI_HAR,train,-0.083287063,0.010297707,-0.51608391,-0.73819996,-0.87810967,0.057095425,-0.72951516,-0.90339208,0.1959596,-0.91333655
uci_subject_1,lying,UCI_HAR,train,0.2591151,-0.017985103,-0.12024506,-0.95706759,-0.94990104,-0.82490842,-0.95674597,-0.95164327,-0.81233388,-0.90721557
uci_subject_1,lying,UCI_HAR,train,0.29230775,-0.00692865,-0.029339182,-0.96002148,-0.92420225,-0.65180555,-0.95895792,-0.91861351,-0.64793617,-0.90721557
uci_subject_1,lying,UCI_HAR,train,0.32588645,0.00081689933,0.016658077,-0.98240327,-0.94670845,-0.73615522,-0.98367297,-0.94505982,-0.72747543,-0.91676233
uci_subject_1,lying,UCI_HAR,train,0.30005315,-0.018087248,-0.10818389,-0.98194347,-0.98287187,-0.93625941,-0.98263952,-0.98339582,-0.93844717,-0.91676233
uci_subject_1,lying,UCI_HAR,train,0.28809417,-0.022759306,-0.13505802,-0.98641338,-0.99274935,-0.98323553,-0.9869593,-0.99229582,-0.98350757,-0.92793452
uci_subject_1,lying,UCI_HAR,train,0.27676588,-0.018060289,-0.12013176,-0.99101601,-0.98529915,-0.95284326,-0.99131164,-0.98386887,-0.94884443,-0.93664209
uci_subject_1,lying,UCI_HAR,train,0.24389788,-0.027628987,-0.18227212,-0.96710073,-0.94090804,-0.76724462,-0.97209906,-0.93846535,-0.76430365,-0.93391108
uci_subject_1,lying,UCI_HAR,train,0.18047854,-0.042535659,-0.28056106,-0.95675297,-0.93951623,-0.76304873,-0.95681965,-0.93189413,-0.73817873,-0.93391108
uci_subject_1,lying,UCI_HAR,train,0.20896421,-0.022742569,-0.16644945,-0.95384561,-0.93132033,-0.72608707,-0.95247512,-0.92862731,-0.7015995,-0.92598021
uci_subject_1,walking,UCI_HAR,train,0.25012584,-0.02268563,-0.064799659,-0.44418133,-0.0022360513,-0.29624361,-0.49631443,-0.024783475,-0.25822082,-0.24432386
uci_subject_1,walking,UCI_HAR,train,0.27324282,0.0060649186,-0.088320786,-0.39408486,0.04395901,-0.28070637,-0.4632328,-0.023341297,-0.26201777,-0.23167048
uci_subject_1,walking,UCI_HAR,train,0.34625374,-0.018934595,-0.071284752,-0.35249848,-0.004831567,-0.33148377,-0.40256303,-0.059709155,-0.29944656,-0.18875551
uci_subject_1,walking,UCI_HAR,train,0.32599307,-0.016638474,-0.05512912,-0.30868231,0.070430284,-0.35990198,-0.35637496,0.038498197,-0.3134613,-0.16322849
uci_subject_1,walking,UCI_HAR,train,0.27052,-0.016289773,-0.10293667,-0.33908433,0.092647463,-0.31971163,-0.39563639,0.054898943,-0.27532887,-0.16322849
uci_subject_1,walking,UCI_HAR,train,0.22667958,-0.036078863,-0.13872566,-0.37645875,0.084023999,-0.30097474,-0.42932092,0.043470245,-0.26653741,-0.14872389
uci_subject_1,walking,UCI_HAR,train,0.23948442,-0.017132916,-0.12317001,-0.35064883,0.16141265,-0.30091302,-0.41531185,0.095955536,-0.27383997,-0.14872389
uci_subject_1,walking,UCI_HAR,train,0.29542323,0.0030962138,-0.12756327,-0.4028771,0.092371244,-0.334305,-0.47449823,0.0030679552,-0.31323984,-0.16706044
uci_subject_1,walking,UCI_HAR,train,0.28051914,-0.018843872,-0.21913175,-0.30515844,0.013337442,-0.31013735,-0.36085862,-0.029264389,-0.27666308,-0.11027758
uci_subject_1,walking,UCI_HAR,train,0.34708066,-0.037003662,-0.1313715,-0.26686437,0.19113155,-0.29269185,-0.30736723,0.16569594,-0.26574473,-0.11027758
uci_subject_1,walking,UCI_HAR,train,0.28375642,-0.025635447,-0.12219085,-0.30994762,0.18795735,-0.31514367,-0.34354411,0.14511431,-0.28590096,-0.22748725
uci_subject_1,walking,UCI_HAR,train,0.23285893,0.0060932862,-0.10962065,-0.33592545,0.0095717473,-0.33207839,-0.38205145,-0.055569387,-0.29297546,-0.053024921
uci_subject_1,walking,UCI_HAR,train,0.27194632,0.0038772773,-0.053688526,-0.31490797,0.074906345,-0.33522049,-0.36056794,0.0034156334,-0.28085522,-0.053024921
uci_subject_1,walking,UCI_HAR,train,0.34859482,-0.0092913878,-0.048420161,-0.29625224,0.18386365,-0.34128475,-0.33308093,0.1301322,-0.29828196,-0.13966211
uci_subject_1,walking,UCI_HAR,train,0.32551283,-0.030425049,-0.090442602,-0.32426515,0.18394759,-0.33298202,-0.3675468,0.1454668,-0.3178505,-0.13966211
uci_subject_1,walking,UCI_HAR,train,0.21453672,-0.032810366,-0.1237505,-0.31414012,0.16878457,-0.3145,-0.3656572,0.11507794,-0.30156089,-0.11432651
uci_subject_1,walking,UCI_HAR,train,0.22009445,-0.021543101,-0.15073743,-0.28176717,0.19933832,-0.31132134,-0.34810936,0.13462395,-0.29374613,-0.072467819
uci_subject_1,walking,UCI_HAR,train,0.28384717,-0.0030528987,-0.12795043,-0.33090335,0.17223651,-0.32623559,-0.40866142,0.079248613,-0.32886324,-0.072467819
uci_subject_1,walking,UCI_HAR,train,0.27305549,-0.018221127,-0.12811291,-0.33635511,0.10671783,-0.31968811,-0.39482804,0.042872936,-0.31367843,-0.14902344
uci_subject_1,walking,UCI_HAR,train,0.29286452,-0.040265291,-0.15077284,-0.25015985,0.18840369,-0.26921057,-0.32769762,0.13644505,-0.23818228,-0.17345665
uci_subject_1,walking,UCI_HAR,train,0.28562929,-0.033009184,-0.12127097,-0.23330104,0.17256407,-0.21267648,-0.32297026,0.11308151,-0.17447347,-0.072014049
uci_subject_1,walking,UCI_HAR,train,0.15618659,-0.049614593,-0.11290104,-0.29692418,0.17556848,-0.25404159,-0.3921805,0.087973482,-0.23653969,0.11650772
uci_subject_1,walking,UCI_HAR,train,0.29644415,0.014086002,-0.010259465,-0.33430802,0.084803856,-0.26422618,-0.39555219,0.025943882,-0.23290439,-0.14169753
uci_subject_1,walking,UCI_HAR,train,0.39824941,0.027317684,-0.062956416,-0.28590377,0.16232262,-0.21103155,-0.34663371,0.075399565,-0.17374352,-0.066366113
uci_subject_1,walking,UCI_HAR,train,0.32858963,-0.023303338,-0.081835606,-0.26935316,0.26706359,-0.24431484,-0.33772498,0.1942294,-0.23011908,-0.066366113
uci_subject_1,walking,UCI_HAR,train,0.24003888,-0.017441822,-0.085922906,-0.2719562,0.16648261,-0.30453569,-0.35325356,0.1284414,-0.30002797,-0.10617135
uci_subject_1,walking,UCI_HAR,train,0.2784596,-0.023397895,-0.13045484,-0.27710217,0.12280051,-0.31427242,-0.35266503,0.071294829,-0.29997772,-0.090430622
uci_subject_1,walking,UCI_HAR,train,0.26682128,-0.018607495,-0.1298046,-0.33237483,0.18823401,-0.32867865,-0.39579327,0.093137335,-0.32258688,-0.090430622
uci_subject_1,walking,UCI_HAR,train,0.28656754,0.020619282,-0.092535898,-0.35839925,0.18479877,-0.36006365,-0.42158743,0.095437569,-0.35833864,-0.25746631
uci_subject_1,walking,UCI_HAR,train,0.30583985,-0.0021923253,-0.12497137,-0.30930011,0.19143432,-0.31795237,-0.40088898,0.14840153,-0.31315124,-0.10419147
uci_subject_1,walking,UCI_HAR,train,0.31035963,-0.054635143,-0.13912115,-0.29919627,0.13141489,-0.31102445,-0.39526597,0.088386328,-0.30216244,-0.10419147
uci_subject_1,walking,UCI_HAR,train,0.28772456,-0.038921811,-0.12101893,-0.34519934,0.065631103,-0.37491204,-0.39741413,-0.015708075,-0.36176342,-0.22939244
uci_subject_1,walking,UCI_HAR,train,0.22003494,-0.0078731854,-0.10586088,-0.32585087,0.069516573,-0.33598457,-0.37522301,-0.0090579353,-0.31213869,-0.19891202
uci_subject_1,walking,UCI_HAR,train,0.23398475,0.0077570244,-0.087513687,-0.37757179,0.058069745,-0.33323408,-0.43118429,0.013439909,-0.3115822,-0.19891202
uci_subject_1,walking,UCI_HAR,train,0.24898582,-0.053664698,-0.25543912,-0.32976142,0.19176801,-0.26289072,-0.38733051,0.12942859,-0.23622984,0.030845135
uci_subject_1,walking,UCI_HAR,train,0.22251789,-0.015582132,-0.10349692,-0.2890912,0.24541959,-0.3089648,-0.35486476,0.1878018,-0.29940661,0.030845135
uci_subject_1,walking,UCI_HAR,train,0.22247974,-0.0062025184,-0.079425955,-0.35657301,0.24885114,-0.32057072,-0.41177374,0.16211116,-0.32559699,-0.20577194
uci_subject_1,walking,UCI_HAR,train,0.28111697,0.0073702798,-0.12225809,-0.38576737,0.086354768,-0.30140401,-0.44686132,-0.0020807317,-0.31564526,0.0092406968
uci_subject_1,walking,UCI_HAR,train,0.28618516,0.00078622212,-0.14347148,-0.32635456,0.015934321,-0.32708994,-0.40335927,-0.042173742,-0.31649996,0.0092406968
uci_subject_1,walking,UCI_HAR,train,0.29672786,-0.0079559289,-0.12024131,-0.28354284,0.058916836,-0.30836856,-0.36589786,-0.0066726948,-0.28426408,0.0073621936
